티커,시가,고가,저가,종가,거래량,거래대금,등락률,시장,시가총액,종목유형,종목명,기관합계_5일,외국인합계_5일,개인_5일,업종,스냅샷일자
000150,1026000,1129000,1129000,1129000,49320,54659000000,10.04,KOSPI,18282800000000,stock,두산,73435942000.0,-34677777000.0,-34845267000.0,복합기업,20260331
000720,142100,161400,161400,161400,1096083,171466000000,13.58,KOSPI,17972800000000,stock,현대건설,-26856094600.0,23219230500.0,866934500.0,건설,20260331
024110,21350,22050,22050,22050,957003,20920000000,3.28,KOSPI,17583200000000,stock,기업은행,0.0,0.0,0.0,은행,20260331
079550,611000,793000,793000,793000,811735,606474000000,29.79,KOSPI,17446000000000,stock,LIG넥스원,125464960000.0,-28429921000.0,-103087004000.0,우주항공과국방,20260331
017670,76400,78600,78600,78600,479781,37408000000,2.88,KOSPI,16882500000000,stock,SK텔레콤,30746222100.0,7036674800.0,-37024454100.0,무선통신서비스,20260331
086280,207500,221000,221000,221000,126620,27369000000,6.51,KOSPI,16575000000000,stock,현대글로비스,7816222500.0,-5376097500.0,-3719613500.0,항공화물운송과물류,20260331
030200,60400,61700,61700,61700,340354,20843000000,2.15,KOSPI,15549700000000,stock,KT,0.0,0.0,0.0,다각화된통신서비스,20260331
003550,82800,88300,88300,88300,234116,20225000000,6.64,KOSPI,13617800000000,stock,LG,0.0,0.0,0.0,복합기업,20260331
047050,71500,77000,77000,77000,645311,48936000000,7.69,KOSPI,13546100000000,stock,포스코인터내셔널,9588052000.0,10454285000.0,-17532333900.0,무역회사와판매업체,20260331
0126Z0,494000,519000,519000,519000,34962,17849000000,5.06,KOSPI,12914300000000,stock,삼성에피스홀딩스,0.0,0.0,0.0,,20260331
278470,337000,343250,343250,343250,252136,85346000000,1.85,KOSPI,12850600000000,stock,에이피알,155655500.0,7147368500.0,-6978933500.0,화장품,20260331
010950,105300,112400,112400,112400,461019,51090000000,6.74,KOSPI,12654300000000,stock,S-Oil,704016900.0,61787756100.0,-62976146400.0,석유와가스,20260331
071050,202500,226500,226500,226500,205890,45689000000,11.85,KOSPI,12621900000000,stock,한국금융지주,-43486982000.0,51946784500.0,-8713092500.0,증권,20260331
259960,255000,265000,265000,265000,104610,27210000000,3.92,KOSPI,12562600000000,stock,크래프톤,37359103000.0,-40550722500.0,-30268609000.0,게임엔터테인먼트,20260331
352820,299000,291000,291000,291000,318212,92461000000,-2.68,KOSPI,12532700000000,stock,하이브,69385312000.0,-38994032500.0,-29482528500.0,방송과엔터테인먼트,20260331
018260,150100,155600,155600,155600,118221,18224000000,3.66,KOSPI,12040000000000,stock,삼성에스디에스,0.0,0.0,0.0,IT서비스,20260331
323410,23950,24750,24750,24750,666715,16314000000,3.34,KOSPI,11806800000000,stock,카카오뱅크,0.0,0.0,0.0,은행,20260331
005830,163800,169400,169400,169400,122884,20641000000,3.42,KOSPI,11753600000000,stock,DB손해보험,0.0,0.0,0.0,손해보험,20260331
039490,410500,440000,440000,440000,121732,52648000000,7.19,KOSPI,11533100000000,stock,키움증권,-16362781000.0,16506347500.0,364788000.0,증권,20260331
005940,29600,32100,32100,32100,722386,22642000000,8.45,KOSPI,11438700000000,stock,NH투자증권,14380946900.0,-25656418800.0,6964355150.0,증권,20260331
307950,358500,390500,390500,390500,50517,19341000000,8.93,KOSPI,10709100000000,stock,현대오토에버,0.0,0.0,0.0,IT서비스,20260331
003230,1200000,1319000,1319000,1319000,103470,133482000000,9.92,KOSPI,9936000000000,stock,삼양식품,92879110000.0,-39980484000.0,-48816609000.0,식품,20260331
003490,23550,24800,24800,24800,1695020,41259000000,5.31,KOSPI,9131900000000,stock,대한항공,-476709550.0,9163737000.0,-8526319150.0,항공사,20260331
006260,256000,284000,284000,284000,156515,43662000000,10.94,KOSPI,8860800000000,stock,LS,8316586500.0,-25015052500.0,16011002500.0,전기장비,20260331
016360,92400,99200,99200,99200,251800,24552000000,7.36,KOSPI,8858600000000,stock,삼성증권,4956271300.0,1787099500.0,-5288453500.0,증권,20260331
000880,107100,114000,114000,114000,224433,25127000000,6.44,KOSPI,8545300000000,stock,한화,-12848224200.0,28178884100.0,-14886954900.0,복합기업,20260331
005387,232500,244500,244500,244500,213362,51429000000,5.16,KOSPI,8548700000000,stock,현대차2우B,-9853471000.0,-4815942000.0,15214109000.0,자동차,20260331
443060,179600,188500,188500,188500,173499,32327000000,4.96,KOSPI,8450700000000,stock,HD현대마린솔루션,5034331000.0,2191787500.0,-2361483500.0,조선,20260331
090430,137200,142600,142600,142600,111673,15738000000,3.94,KOSPI,8341100000000,stock,아모레퍼시픽,0.0,0.0,0.0,화장품,20260331
007660,98000,110700,110700,110700,553538,59700000000,12.96,KOSPI,8126400000000,stock,이수페타시스,-17271309200.0,-42354232800.0,59903925100.0,전자장비와기기,20260331
011070,293500,344000,344000,344000,446651,151227000000,17.21,KOSPI,8141500000000,stock,LG이노텍,125097590500.0,-42511402500.0,-77014809000.0,전자장비와기기,20260331
047040,15550,19290,19290,19290,65263626,1202673000000,24.05,KOSPI,8017400000000,stock,대우건설,-6803457790.0,21399234250.0,-8386894680.0,건설,20260331
000100,94800,100100,100100,100100,153565,15114000000,5.59,KOSPI,7972700000000,stock,유한양행,0.0,0.0,0.0,제약,20260331
180640,107800,116600,116600,116600,92461,10570000000,8.16,KOSPI,7784500000000,stock,한진칼,0.0,0.0,0.0,항공사,20260331
326030,94800,99100,99100,99100,170039,16646000000,4.54,KOSPI,7760800000000,stock,SK바이오팜,0.0,0.0,0.0,제약,20260331
028050,35700,37700,37700,37700,2826401,104896000000,5.6,KOSPI,7389200000000,stock,삼성E&A,15978403600.0,-89372942450.0,71800037050.0,건설,20260331
128940,515000,557000,557000,557000,44817,24421000000,8.16,KOSPI,7135700000000,stock,한미약품,23069839000.0,4398301000.0,-28206559000.0,제약,20260331
161390,54100,56800,56800,56800,218502,12283000000,4.99,KOSPI,7036100000000,stock,한국타이어앤테크놀로지,0.0,0.0,0.0,자동차부품,20260331
267270,125100,146400,146400,146400,762698,108957000000,17.03,KOSPI,7023400000000,stock,HD건설기계,5711199300.0,-10454538700.0,6481191200.0,기계,20260331
377300,48850,51000,51000,51000,212441,10697000000,4.4,KOSPI,6896400000000,stock,카카오페이,0.0,0.0,0.0,IT서비스,20260331
032640,15530,15740,15740,15740,872411,13561000000,1.35,KOSPI,6765500000000,stock,LG유플러스,0.0,0.0,0.0,무선통신서비스,20260331
009830,37150,37700,37700,37700,3429675,127973000000,1.48,KOSPI,6480300000000,stock,한화솔루션,-76360293400.0,21227661250.0,58826566900.0,에너지장비및서비스,20260331
052690,151300,167100,167100,167100,192978,31217000000,10.44,KOSPI,6386600000000,stock,한전기술,-1212523000.0,7658564900.0,-7777865000.0,전기유틸리티,20260331
029780,53100,53400,53400,53400,115380,6136000000,0.56,KOSPI,6186900000000,stock,삼성카드,0.0,0.0,0.0,카드,20260331
078930,63800,66500,66500,66500,208968,13806000000,4.23,KOSPI,6178900000000,stock,GS,0.0,0.0,0.0,석유와가스,20260331
241560,56900,62700,62700,62700,321738,19858000000,10.19,KOSPI,6010200000000,stock,두산밥캣,0.0,0.0,0.0,기계,20260331
066970,143900,149000,149000,149000,898833,130684000000,3.54,KOSPI,6008400000000,stock,엘앤에프,246539383700.0,13749995300.0,-261582735900.0,전기제품,20260331
001040,189000,202000,202000,202000,82258,16252000000,6.88,KOSPI,5893800000000,stock,CJ,0.0,0.0,0.0,복합기업,20260331
064400,55800,59900,59900,59900,442666,25902000000,7.35,KOSPI,5803500000000,stock,LG씨엔에스,-578787600.0,-36426049700.0,36938383600.0,IT서비스,20260331
175330,29700,30700,30700,30700,291434,8856000000,3.37,KOSPI,5779400000000,stock,JB금융지주,0.0,0.0,0.0,은행,20260331
005385,229000,244500,244500,244500,78198,18754000000,6.77,KOSPI,5706900000000,stock,현대차우,0.0,0.0,0.0,자동차,20260331
034220,10850,11410,11410,11410,2628623,29632000000,5.16,KOSPI,5705000000000,stock,LG디스플레이,-3902868300.0,-9661283000.0,13572725600.0,디스플레이패널,20260331
138930,17890,18320,18320,18320,546219,9983000000,2.4,KOSPI,5685200000000,stock,BNK금융지주,0.0,0.0,0.0,은행,20260331
001440,26700,30250,30250,30250,2682180,78749000000,13.3,KOSPI,5640000000000,stock,대한전선,12856805600.0,2345930200.0,-15012962850.0,전기장비,20260331
454910,79500,85600,85600,85600,149728,12670000000,7.67,KOSPI,5548600000000,stock,두산로보틱스,0.0,0.0,0.0,기계,20260331
088980,11220,11330,11330,11330,875508,9916000000,0.98,KOSPI,5426200000000,stock,맥쿼리인프라,0.0,0.0,0.0,운송인프라,20260331
271560,128000,131100,131100,131100,82911,10794000000,2.42,KOSPI,5183200000000,stock,오리온,0.0,0.0,0.0,식품,20260331
450080,67000,73300,73300,73300,1007512,72555000000,9.4,KOSPI,5172000000000,stock,에코프로머티,15446414700.0,46961166700.0,-63754679900.0,전기제품,20260331
021240,72200,72000,72000,72000,230862,16585000000,-0.28,KOSPI,5095300000000,stock,코웨이,0.0,0.0,0.0,가정용기기와용품,20260331
036570,224000,229000,229000,229000,77793,17634000000,2.23,KOSPI,4933600000000,stock,엔씨소프트,0.0,0.0,0.0,게임엔터테인먼트,20260331
022100,29450,31450,31450,31450,257849,7931000000,6.79,KOSPI,4781500000000,stock,포스코DX,0.0,0.0,0.0,IT서비스,20260331
004020,33650,35800,35800,35800,491598,17216000000,6.39,KOSPI,4777400000000,stock,현대제철,0.0,0.0,0.0,철강,20260331
002380,482000,503000,503000,503000,19968,9975000000,4.36,KOSPI,4469900000000,stock,KCC,0.0,0.0,0.0,건축자재,20260331
062040,134900,143600,143600,143600,250916,35516000000,6.45,KOSPI,4386300000000,stock,산일전기,54121569400.0,351368738900.0,-405729781200.0,전기장비,20260331
353200,76700,88900,88900,88900,1380546,119915000000,15.91,KOSPI,4393200000000,stock,대덕전자,55090312100.0,-13283111000.0,-41391393700.0,전자장비와기기,20260331
251270,49200,51900,51900,51900,159217,8166000000,5.49,KOSPI,4253700000000,stock,넷마블,0.0,0.0,0.0,게임엔터테인먼트,20260331
088350,4430,4790,4790,4790,3581177,16757000000,8.13,KOSPI,4160300000000,stock,한화생명,0.0,0.0,0.0,생명보험,20260331
018880,3740,3937,3937,3937,5898973,22809000000,5.27,KOSPI,4040400000000,stock,한온시스템,6886484870.0,-5400221755.0,-1223059370.0,자동차부품,20260331
051900,247000,253000,253000,253000,45170,11305000000,2.43,KOSPI,3871500000000,stock,LG생활건강,0.0,0.0,0.0,화장품,20260331
489790,71000,75900,75900,75900,359860,27109000000,6.9,KOSPI,3832100000000,stock,한화비전,5583624500.0,-19490515300.0,14452227100.0,통신장비,20260331
000990,78500,85900,85900,85900,257321,21480000000,9.43,KOSPI,3737000000000,stock,DB하이텍,0.0,0.0,0.0,반도체와반도체장비,20260331
082740,43550,44800,44800,44800,437761,19510000000,2.87,KOSPI,3738400000000,stock,한화엔진,0.0,0.0,0.0,조선,20260331
011790,91300,98200,98200,98200,114479,11038000000,7.56,KOSPI,3718700000000,stock,SKC,0.0,0.0,0.0,화학,20260331
035250,16890,17160,17160,17160,404300,6900000000,1.6,KOSPI,3671200000000,stock,강원랜드,0.0,0.0,0.0,"호텔,레스토랑,레저",20260331
010060,187800,195300,195300,195300,206614,39565000000,3.99,KOSPI,3646300000000,stock,OCI홀딩스,1205694800.0,-303085600.0,5736901400.0,화학,20260331
111770,78500,82100,82100,82100,48053,3898000000,4.59,KOSPI,3638000000000,stock,영원무역,0.0,0.0,0.0,"섬유,의류,신발,호화품",20260331
031210,52200,52100,52100,52100,121979,6374000000,-0.19,KOSPI,3637700000000,stock,서울보증보험,0.0,0.0,0.0,손해보험,20260331
012510,119100,119100,119100,119100,49153,5859000000,0.0,KOSPI,3620000000000,stock,더존비즈온,0.0,0.0,0.0,소프트웨어,20260331
103590,69500,75500,75500,75500,140126,10396000000,8.63,KOSPI,3600200000000,stock,일진전기,0.0,0.0,0.0,전기장비,20260331
011170,80600,81400,81400,81400,108044,8759000000,0.99,KOSPI,3481900000000,stock,롯데케미칼,0.0,0.0,0.0,화학,20260331
439260,85700,89000,89000,89000,119318,10486000000,3.85,KOSPI,3428800000000,stock,대한조선,0.0,0.0,0.0,조선,20260331
302440,41700,43550,43550,43550,85670,3684000000,4.44,KOSPI,3415800000000,stock,SK바이오사이언스,0.0,0.0,0.0,제약,20260331
017800,83300,87300,87300,87300,143817,12398000000,4.8,KOSPI,3412800000000,stock,현대엘리베이터,0.0,0.0,0.0,기계,20260331
036460,34950,35800,35800,35800,164314,5835000000,2.43,KOSPI,3304800000000,stock,한국가스공사,0.0,0.0,0.0,가스유틸리티,20260331
097950,216500,219000,219000,219000,52767,11405000000,1.15,KOSPI,3296900000000,stock,CJ제일제당,0.0,0.0,0.0,식품,20260331
012750,85700,86200,86200,86200,57350,4939000000,0.58,KOSPI,3275500000000,stock,에스원,0.0,0.0,0.0,상업서비스와공급품,20260331
001720,184400,198900,198900,198900,14174,2771000000,7.86,KOSPI,3269900000000,stock,신영증권,0.0,0.0,0.0,증권,20260331
014680,252500,283500,283500,283500,58156,16191000000,12.28,KOSPI,3223500000000,stock,한솔케미칼,0.0,0.0,0.0,화학,20260331
011780,117900,122300,122300,122300,81850,9950000000,3.73,KOSPI,3183700000000,stock,금호석유화학,0.0,0.0,0.0,화학,20260331
009420,55300,58800,58800,58800,236789,13867000000,6.33,KOSPI,3071700000000,stock,한올바이오파마,0.0,0.0,0.0,제약,20260331
009970,219000,226500,226500,226500,11815,2627000000,3.42,KOSPI,3057600000000,stock,영원무역홀딩스,0.0,0.0,0.0,"섬유,의류,신발,호화품",20260331
023530,108200,106800,106800,106800,73193,7824000000,-1.29,KOSPI,3021200000000,stock,롯데쇼핑,0.0,0.0,0.0,백화점과일반상점,20260331
004170,300500,313500,313500,313500,42734,13211000000,4.33,KOSPI,3023800000000,stock,신세계,0.0,0.0,0.0,백화점과일반상점,20260331
004990,27300,28650,28650,28650,171272,4835000000,4.95,KOSPI,3005600000000,stock,롯데지주,0.0,0.0,0.0,복합기업,20260331
085620,16130,16690,16690,16690,184368,3078000000,3.47,KOSPI,2954400000000,stock,미래에셋생명,0.0,0.0,0.0,생명보험,20260331
457190,89300,95500,95500,95500,176415,16537000000,6.94,KOSPI,2885900000000,stock,이수스페셜티케미컬,0.0,0.0,0.0,화학,20260331
00680K,18860,20550,20550,20550,291016,5921000000,8.96,KOSPI,2805100000000,stock,미래에셋증권2우B,0.0,0.0,0.0,,20260331
001450,30150,31350,31350,31350,269263,8372000000,3.98,KOSPI,2802700000000,stock,현대해상,0.0,0.0,0.0,손해보험,20260331
375500,66800,72050,72050,72050,1661015,118785000000,7.86,KOSPI,2787900000000,stock,DL이앤씨,14110346400.0,-76368859200.0,58988741500.0,건설,20260331
026960,27350,28100,28100,28100,76466,2116000000,2.74,KOSPI,2801600000000,stock,동서,0.0,0.0,0.0,식품,20260331
139130,16710,17130,17130,17130,678321,11508000000,2.51,KOSPI,2751500000000,stock,iM금융지주,0.0,0.0,0.0,은행,20260331
005850,55400,58800,58800,58800,96967,5606000000,6.14,KOSPI,2731200000000,stock,에스엘,0.0,0.0,0.0,자동차부품,20260331
112610,59600,64600,64600,64600,455548,28709000000,8.39,KOSPI,2724300000000,stock,씨에스윈드,14736377300.0,-3513103700.0,-11652620600.0,에너지장비및서비스,20260331
028670,4895,5010,5010,5010,2378038,11890000000,2.35,KOSPI,2678200000000,stock,팬오션,0.0,0.0,0.0,해운사,20260331
139480,95700,97100,97100,97100,154896,14843000000,1.46,KOSPI,2679600000000,stock,이마트,0.0,0.0,0.0,백화점과일반상점,20260331
051600,55500,58000,58000,58000,168714,9720000000,4.5,KOSPI,2610000000000,stock,한전KPS,0.0,0.0,0.0,전기유틸리티,20260331
103140,86700,93100,93100,93100,217168,19973000000,7.38,KOSPI,2609100000000,stock,풍산,0.0,0.0,0.0,비철금속,20260331
008930,37100,38000,38000,38000,165378,6235000000,2.43,KOSPI,2598900000000,stock,한미사이언스,0.0,0.0,0.0,제약,20260331
001430,64400,71500,71500,71500,252593,17971000000,11.02,KOSPI,2564100000000,stock,세아베스틸지주,0.0,0.0,0.0,철강,20260331
000120,103400,108300,108300,108300,51025,5477000000,4.74,KOSPI,2470600000000,stock,CJ대한통운,0.0,0.0,0.0,항공화물운송과물류,20260331
279570,5970,6090,6090,6090,2126129,12909000000,2.01,KOSPI,2470700000000,stock,케이뱅크,0.0,0.0,0.0,은행,20260331
383220,61300,63900,63900,63900,45920,2891000000,4.24,KOSPI,2447800000000,stock,F&F,0.0,0.0,0.0,"섬유,의류,신발,호화품",20260331
018670,269000,264500,264500,264500,43525,11253000000,-1.67,KOSPI,2445400000000,stock,SK가스,0.0,0.0,0.0,가스유틸리티,20260331
003690,12240,12420,12420,12420,322488,3962000000,1.47,KOSPI,2419700000000,stock,코리안리,0.0,0.0,0.0,손해보험,20260331
071970,68700,71300,71300,71300,172776,12245000000,3.78,KOSPI,2418600000000,stock,HD현대마린엔진,0.0,0.0,0.0,조선,20260331
204320,49050,51100,51100,51100,179946,9086000000,4.18,KOSPI,2399500000000,stock,HL만도,0.0,0.0,0.0,자동차부품,20260331
282330,139300,138500,138500,138500,29361,4027000000,-0.57,KOSPI,2393800000000,stock,BGF리테일,0.0,0.0,0.0,백화점과일반상점,20260331
336260,33400,36600,36600,36600,289852,10362000000,9.58,KOSPI,2397100000000,stock,두산퓨얼셀,0.0,0.0,0.0,전기제품,20260331
007340,38150,40500,40500,40500,397410,16157000000,6.16,KOSPI,2369700000000,stock,DN오토모티브,0.0,0.0,0.0,자동차부품,20260331
006360,25100,27675,27675,27675,2491846,68816000000,10.26,KOSPI,2368500000000,stock,GS건설,-14805995800.0,-15348010600.0,29374931650.0,건설,20260331
000240,24000,24650,24650,24650,87527,2144000000,2.71,KOSPI,2340200000000,stock,한국앤컴퍼니,0.0,0.0,0.0,자동차부품,20260331
004800,128500,138400,138400,138400,27603,3755000000,7.7,KOSPI,2316900000000,stock,효성,0.0,0.0,0.0,복합기업,20260331
120110,73000,83900,83900,83900,378428,30968000000,14.93,KOSPI,2308900000000,stock,코오롱인더,40353319700.0,-1810051200.0,-38508741700.0,화학,20260331
004370,367000,378000,378000,378000,14166,5299000000,3.0,KOSPI,2299200000000,stock,농심,0.0,0.0,0.0,식품,20260331
192820,196500,199500,199500,199500,80265,16197000000,1.53,KOSPI,2264200000000,stock,코스맥스,0.0,0.0,0.0,화장품,20260331
005440,13750,14470,14470,14470,230661,3325000000,5.24,KOSPI,2255900000000,stock,현대지에프홀딩스,0.0,0.0,0.0,복합기업,20260331
081660,41000,42050,42050,42050,99464,4171000000,2.56,KOSPI,2232500000000,stock,미스토홀딩스,0.0,0.0,0.0,"섬유,의류,신발,호화품",20260331
002790,27650,29000,29000,29000,78243,2244000000,4.88,KOSPI,2217300000000,stock,아모레퍼시픽홀딩스,0.0,0.0,0.0,화장품,20260331
030000,18970,19250,19250,19250,356835,6846000000,1.48,KOSPI,2214500000000,stock,제일기획,0.0,0.0,0.0,광고,20260331
020150,41400,42250,42250,42250,110554,4641000000,2.05,KOSPI,2212400000000,stock,롯데에너지머티리얼즈,0.0,0.0,0.0,전자장비와기기,20260331
011210,77100,81000,81000,81000,90947,7236000000,5.06,KOSPI,2202800000000,stock,현대위아,0.0,0.0,0.0,자동차부품,20260331
097230,21750,23750,23750,23750,884528,20420000000,9.2,KOSPI,2144500000000,stock,HJ중공업,0.0,0.0,0.0,건설,20260331
017960,38850,41000,41000,41000,373001,15088000000,5.53,KOSPI,2128200000000,stock,한국카본,0.0,0.0,0.0,조선,20260331
023590,43150,46250,46250,46250,40110,1816000000,7.18,KOSPI,2075100000000,stock,다우기술,0.0,0.0,0.0,증권,20260331
462870,32050,34100,34100,34100,144132,4806000000,6.4,KOSPI,2011400000000,stock,시프트업,0.0,0.0,0.0,게임엔터테인먼트,20260331
