티커,시가,고가,저가,종가,거래량,거래대금,등락률,시장,시가총액,종목유형,종목명,기관합계_5일,외국인합계_5일,개인_5일,업종,스냅샷일자
006800,61600,66600,66600,66600,3403720,227065000000,8.12,KOSPI,36984100000000,stock,미래에셋증권,25798478100.0,-50065339300.0,19496579600.0,증권,20260401
006400,408000,432000,432000,432000,779644,331716000000,5.88,KOSPI,34812900000000,stock,삼성SDI,203326526500.0,75891401500.0,-273859999500.0,전기제품,20260401
009150,407500,444500,444500,444500,579594,256146000000,9.08,KOSPI,33201300000000,stock,삼성전기,41018962500.0,-71368330000.0,25780163000.0,전자장비와기기,20260401
035420,201500,210000,210000,210000,574356,120072000000,4.22,KOSPI,32939100000000,stock,NAVER,-9672742500.0,-566287000.0,9224026500.0,양방향미디어와서비스,20260401
267260,832000,902000,902000,902000,138429,124957000000,8.41,KOSPI,32514500000000,stock,HD현대일렉트릭,38881692000.0,-46877945000.0,9530945000.0,전기장비,20260401
010130,1422000,1517000,1517000,1517000,25155,38053000000,6.68,KOSPI,31664300000000,stock,고려아연,-14296176000.0,-5486921000.0,18653025000.0,비철금속,20260401
086790,106600,112800,112800,112800,1054976,118257000000,5.82,KOSPI,31395200000000,stock,하나금융지주,64391811300.0,-52953874700.0,-10782247600.0,은행,20260401
015760,41650,43700,43700,43700,2095081,90333000000,4.92,KOSPI,28053800000000,stock,한국전력,-55805671550.0,-6852331100.0,55907592100.0,전기유틸리티,20260401
005490,332500,346000,346000,346000,357348,122769000000,4.06,KOSPI,28002800000000,stock,POSCO홀딩스,45141266000.0,-34685737500.0,-9772997000.0,철강,20260401
009540,344000,372500,372500,372500,354564,130261000000,8.28,KOSPI,26363000000000,stock,HD한국조선해양,-7536667000.0,-31909632000.0,39768243000.0,조선,20260401
042700,251000,273500,273500,273500,815377,219211000000,8.96,KOSPI,26067900000000,stock,한미반도체,54786697000.0,-54551608000.0,1361360500.0,반도체와반도체장비,20260401
298040,2456000,2653000,2653000,2653000,41750,109982000000,8.02,KOSPI,24738000000000,stock,효성중공업,84324537000.0,-63727392000.0,-20587895000.0,전기장비,20260401
272210,114100,128800,128800,128800,2787788,359493000000,12.88,KOSPI,24332800000000,stock,한화시스템,15264200.0,57498688800.0,-55432850600.0,우주항공과국방,20260401
316140,32050,32900,32900,32900,2521177,83062000000,2.65,KOSPI,24151100000000,stock,우리금융지주,47914731050.0,-27622356950.0,-20355761750.0,은행,20260401
010120,718000,794000,794000,794000,162460,127780000000,10.58,KOSPI,23820000000000,stock,LS ELECTRIC,-9805040000.0,-57041077000.0,63447474000.0,전기장비,20260401
010140,24450,27000,27000,27000,6675874,178339000000,10.43,KOSPI,23760000000000,stock,삼성중공업,23394932650.0,-102489697750.0,80312268000.0,조선,20260401
034730,301000,321000,321000,321000,182220,57827000000,6.64,KOSPI,23273400000000,stock,SK,-958478000.0,21542835000.0,-20586864500.0,석유와가스,20260401
051910,299000,312500,312500,312500,321072,99421000000,4.52,KOSPI,22060100000000,stock,LG화학,21032860000.0,-16016323000.0,-4458104000.0,화학,20260401
035720,45800,48250,48250,48250,1269138,60568000000,5.35,KOSPI,21363500000000,stock,카카오,-9981311800.0,16368526100.0,-7161980850.0,양방향미디어와서비스,20260401
000810,440500,454000,454000,454000,105055,47584000000,3.06,KOSPI,20889100000000,stock,삼성화재,7071641500.0,-27490055000.0,19018161500.0,손해보험,20260401
064350,169500,188800,188800,188800,741350,138273000000,11.39,KOSPI,20606100000000,stock,현대로템,52380295900.0,-2246676700.0,-49862573700.0,우주항공과국방,20260401
138040,111400,115700,115700,115700,291063,33380000000,3.86,KOSPI,19553400000000,stock,메리츠금융지주,70558918800.0,-58927882500.0,-13219185000.0,증권,20260401
267250,239000,247000,247000,247000,155931,38395000000,3.35,KOSPI,19511300000000,stock,HD현대,11487455500.0,4287740500.0,-15411057500.0,조선,20260401
096770,108700,114500,114500,114500,339509,38393000000,5.34,KOSPI,19356500000000,stock,SK이노베이션,26531120700.0,7507269100.0,-34845285600.0,석유와가스,20260401
011200,19570,20350,20350,20350,1699870,34200000000,3.99,KOSPI,19194900000000,stock,HMM,-6138227190.0,10684402870.0,-4164279770.0,해운사,20260401
003670,203500,211500,211500,211500,269320,56557000000,3.93,KOSPI,18812100000000,stock,포스코퓨처엠,40989193000.0,6368538500.0,-47114697000.0,화학,20260401
033780,159200,160000,160000,160000,321925,51110000000,0.5,KOSPI,18348300000000,stock,KT&G,47566889000.0,-26992488500.0,-20418569400.0,담배,20260401
066570,105600,112500,112500,112500,670556,75013000000,6.53,KOSPI,18324700000000,stock,LG전자,5388349700.0,17207337900.0,-21768630900.0,전자제품,20260401
047810,164700,187900,187900,187900,957231,176984000000,14.09,KOSPI,18315600000000,stock,한국항공우주,-1813836100.0,9849490900.0,-7929518600.0,우주항공과국방,20260401
000150,1026000,1115000,1115000,1115000,59561,66169000000,8.67,KOSPI,18056100000000,stock,두산,39876644000.0,-29081228000.0,-6702008000.0,복합기업,20260401
000720,142100,159900,159900,159900,1302326,204567000000,12.53,KOSPI,17805800000000,stock,현대건설,-4514599200.0,14232285700.0,-12999248200.0,건설,20260401
024110,21350,22000,22000,22000,1320725,28930000000,3.04,KOSPI,17543400000000,stock,기업은행,19552248950.0,-41833892950.0,21930421750.0,은행,20260401
079550,611000,794000,794000,794000,855246,641013000000,29.95,KOSPI,17468000000000,stock,LIG넥스원,103122484000.0,-30992425000.0,-76517805000.0,우주항공과국방,20260401
017670,76400,78500,78500,78500,670971,52419000000,2.75,KOSPI,16861000000000,stock,SK텔레콤,34574406300.0,3828013600.0,-38199534500.0,무선통신서비스,20260401
086280,207500,219000,219000,219000,168706,36598000000,5.54,KOSPI,16425000000000,stock,현대글로비스,4580265000.0,753343500.0,-6709593500.0,항공화물운송과물류,20260401
030200,60400,61400,61400,61400,433560,26587000000,1.66,KOSPI,15474100000000,stock,KT,22900084100.0,-1168320100.0,-22922690600.0,다각화된통신서비스,20260401
003550,82800,87200,87200,87200,333995,28985000000,5.31,KOSPI,13448100000000,stock,LG,4032716100.0,37428200.0,-4855882900.0,복합기업,20260401
047050,71500,75700,75700,75700,850270,64589000000,5.87,KOSPI,13317400000000,stock,포스코인터내셔널,15156563300.0,2220796000.0,-14908525900.0,무역회사와판매업체,20260401
0126Z0,494000,520000,520000,520000,43945,22511000000,5.26,KOSPI,12939200000000,stock,삼성에피스홀딩스,0.0,0.0,0.0,,20260401
278470,337000,344500,344500,344500,296361,100620000000,2.23,KOSPI,12897400000000,stock,에이피알,31967486500.0,-13264474500.0,-19227206000.0,화장품,20260401
010950,105300,113100,113100,113100,599881,66773000000,7.41,KOSPI,12733100000000,stock,S-Oil,6751445600.0,40272056200.0,-47426448300.0,석유와가스,20260401
071050,202500,224000,224000,224000,272172,60629000000,10.62,KOSPI,12482600000000,stock,한국금융지주,-26837466000.0,34935243000.0,-9386988500.0,증권,20260401
352820,299000,289500,289500,289500,402536,116925000000,-3.18,KOSPI,12468100000000,stock,하이브,67648426000.0,-3629794500.0,-62866821500.0,방송과엔터테인먼트,20260401
259960,255000,262000,262000,262000,158534,41396000000,2.75,KOSPI,12420400000000,stock,크래프톤,61714817000.0,-58519562000.0,-29551303500.0,게임엔터테인먼트,20260401
018260,150100,156100,156100,156100,167274,25876000000,4.0,KOSPI,12078700000000,stock,삼성에스디에스,0.0,0.0,0.0,IT서비스,20260401
323410,23950,24700,24700,24700,936538,22994000000,3.13,KOSPI,11783000000000,stock,카카오뱅크,0.0,0.0,0.0,은행,20260401
005830,163800,168000,168000,168000,187777,31591000000,2.56,KOSPI,11656500000000,stock,DB손해보험,6339392100.0,-9925254000.0,3508057600.0,손해보험,20260401
039490,410500,437500,437500,437500,162841,70808000000,6.58,KOSPI,11467600000000,stock,키움증권,3753753000.0,12806420000.0,-15835369000.0,증권,20260401
005940,29600,31850,31850,31850,898244,28261000000,7.6,KOSPI,11349600000000,stock,NH투자증권,6112670800.0,-16242718200.0,6689249100.0,증권,20260401
307950,358500,391000,391000,391000,61221,23521000000,9.07,KOSPI,10722800000000,stock,현대오토에버,0.0,0.0,0.0,IT서비스,20260401
003230,1200000,1316000,1316000,1316000,118267,152954000000,9.67,KOSPI,9913400000000,stock,삼양식품,115481470000.0,-67054032000.0,-47032569000.0,식품,20260401
003490,23550,24700,24700,24700,2196288,53640000000,4.88,KOSPI,9095100000000,stock,대한항공,1068836100.0,10059978050.0,-11504425250.0,항공사,20260401
016360,92400,98400,98400,98400,329307,32218000000,6.49,KOSPI,8787100000000,stock,삼성증권,4637440700.0,534595500.0,-4385313900.0,증권,20260401
006260,256000,278500,278500,278500,199737,55816000000,8.79,KOSPI,8689200000000,stock,LS,21075284000.0,-13866211500.0,-7264642000.0,전기장비,20260401
005387,232500,244500,244500,244500,284019,68688000000,5.16,KOSPI,8548700000000,stock,현대차2우B,-11190241500.0,-9632418500.0,20452311000.0,자동차,20260401
000880,107100,113800,113800,113800,259990,29172000000,6.26,KOSPI,8530300000000,stock,한화,-15838037100.0,28159223300.0,-11798786400.0,복합기업,20260401
443060,179600,187600,187600,187600,203237,37895000000,4.45,KOSPI,8410400000000,stock,HD현대마린솔루션,4944717200.0,1170037700.0,-6178250500.0,조선,20260401
090430,137200,142600,142600,142600,157801,22330000000,3.94,KOSPI,8341100000000,stock,아모레퍼시픽,0.0,0.0,0.0,화장품,20260401
011070,293500,343000,343000,343000,524705,178075000000,16.87,KOSPI,8117800000000,stock,LG이노텍,136106169500.0,-42076638500.0,-88593276000.0,전자장비와기기,20260401
047040,15550,19430,19430,19430,79124099,1473378000000,24.95,KOSPI,8075500000000,stock,대우건설,13782486260.0,14530925450.0,-25240123330.0,건설,20260401
007660,98000,108700,108700,108700,724560,78397000000,10.92,KOSPI,7979600000000,stock,이수페타시스,-42455002000.0,-37817194600.0,80404254900.0,전자장비와기기,20260401
000100,94800,99500,99500,99500,202022,19950000000,4.96,KOSPI,7924900000000,stock,유한양행,0.0,0.0,0.0,제약,20260401
180640,107800,117000,117000,117000,120415,13838000000,8.53,KOSPI,7811200000000,stock,한진칼,0.0,0.0,0.0,항공사,20260401
326030,94800,99000,99000,99000,252601,24820000000,4.43,KOSPI,7753000000000,stock,SK바이오팜,0.0,0.0,0.0,제약,20260401
028050,35700,37900,37900,37900,3491495,130170000000,6.16,KOSPI,7428400000000,stock,삼성E&A,35134546600.0,-55626125850.0,19118310550.0,건설,20260401
128940,515000,553000,553000,553000,54685,29892000000,7.38,KOSPI,7084500000000,stock,한미약품,32897985000.0,-4461626000.0,-28599424000.0,제약,20260401
267270,125100,146200,146200,146200,865757,124008000000,16.87,KOSPI,7013800000000,stock,HD건설기계,8249186700.0,-13685572000.0,7275737300.0,기계,20260401
161390,54100,56400,56400,56400,321163,18073000000,4.25,KOSPI,6986600000000,stock,한국타이어앤테크놀로지,0.0,0.0,0.0,자동차부품,20260401
377300,48850,50900,50900,50900,273417,13806000000,4.2,KOSPI,6882900000000,stock,카카오페이,0.0,0.0,0.0,IT서비스,20260401
032640,15530,15640,15640,15640,1210412,18865000000,0.71,KOSPI,6722500000000,stock,LG유플러스,0.0,0.0,0.0,무선통신서비스,20260401
009830,37150,37550,37550,37550,3960458,147948000000,1.08,KOSPI,6454600000000,stock,한화솔루션,-22503003850.0,9425677450.0,18444374100.0,에너지장비및서비스,20260401
052690,151300,167300,167300,167300,231461,37657000000,10.58,KOSPI,6394200000000,stock,한전기술,5253102400.0,3082761300.0,-9859754200.0,전기유틸리티,20260401
078930,63800,67200,67200,67200,286764,19003000000,5.33,KOSPI,6243900000000,stock,GS,0.0,0.0,0.0,석유와가스,20260401
029780,53100,53200,53200,53200,154641,8233000000,0.19,KOSPI,6163700000000,stock,삼성카드,0.0,0.0,0.0,카드,20260401
241560,56900,62600,62600,62600,404808,25068000000,10.02,KOSPI,6000600000000,stock,두산밥캣,0.0,0.0,0.0,기계,20260401
066970,143900,147400,147400,147400,1046406,152546000000,2.43,KOSPI,5943900000000,stock,엘앤에프,215131766200.0,-771032600.0,-216193271800.0,전기제품,20260401
001040,189000,201000,201000,201000,108831,21590000000,6.35,KOSPI,5864600000000,stock,CJ,0.0,0.0,0.0,복합기업,20260401
005385,229000,247000,247000,247000,104187,25143000000,7.86,KOSPI,5765200000000,stock,현대차우,0.0,0.0,0.0,자동차,20260401
064400,55800,59500,59500,59500,530776,31161000000,6.63,KOSPI,5764700000000,stock,LG씨엔에스,-2235797500.0,-48970372400.0,51856539200.0,IT서비스,20260401
175330,29700,30500,30500,30500,363755,11071000000,2.69,KOSPI,5741700000000,stock,JB금융지주,0.0,0.0,0.0,은행,20260401
034220,10850,11400,11400,11400,3362975,37998000000,5.07,KOSPI,5700000000000,stock,LG디스플레이,-1642650400.0,-15491439500.0,17395352800.0,디스플레이패널,20260401
138930,17890,18230,18230,18230,813147,14866000000,1.9,KOSPI,5657300000000,stock,BNK금융지주,0.0,0.0,0.0,은행,20260401
001440,26700,30050,30050,30050,3129790,92274000000,12.55,KOSPI,5602700000000,stock,대한전선,10785981500.0,6417189400.0,-16898006850.0,전기장비,20260401
454910,79500,84600,84600,84600,172535,14609000000,6.42,KOSPI,5483800000000,stock,두산로보틱스,0.0,0.0,0.0,기계,20260401
088980,11220,11340,11340,11340,1090605,12352000000,1.07,KOSPI,5431000000000,stock,맥쿼리인프라,0.0,0.0,0.0,운송인프라,20260401
271560,128000,131800,131800,131800,109847,14328000000,2.97,KOSPI,5210900000000,stock,오리온,0.0,0.0,0.0,식품,20260401
450080,67000,72600,72600,72600,1221235,88174000000,8.36,KOSPI,5122600000000,stock,에코프로머티,2448768700.0,7872433700.0,-12372397900.0,전기제품,20260401
021240,72200,71800,71800,71800,302293,21726000000,-0.55,KOSPI,5081100000000,stock,코웨이,0.0,0.0,0.0,가정용기기와용품,20260401
036570,224000,229500,229500,229500,103520,23541000000,2.46,KOSPI,4944400000000,stock,엔씨소프트,0.0,0.0,0.0,게임엔터테인먼트,20260401
022100,29450,31500,31500,31500,328245,10147000000,6.96,KOSPI,4789100000000,stock,포스코DX,0.0,0.0,0.0,IT서비스,20260401
004020,33650,35700,35700,35700,640815,22549000000,6.09,KOSPI,4764000000000,stock,현대제철,0.0,0.0,0.0,철강,20260401
002380,482000,504000,504000,504000,26825,13425000000,4.56,KOSPI,4478800000000,stock,KCC,0.0,0.0,0.0,건축자재,20260401
353200,76700,88000,88000,88000,1523408,132518000000,14.73,KOSPI,4348700000000,stock,대덕전자,42236792300.0,2781234200.0,-44041065500.0,전자장비와기기,20260401
062040,134900,142000,142000,142000,306147,43394000000,5.26,KOSPI,4337400000000,stock,산일전기,60688487400.0,336676264800.0,-398515961000.0,전기장비,20260401
251270,49200,51400,51400,51400,196655,10100000000,4.47,KOSPI,4212800000000,stock,넷마블,0.0,0.0,0.0,게임엔터테인먼트,20260401
088350,4430,4750,4750,4750,4357831,20470000000,7.22,KOSPI,4125500000000,stock,한화생명,0.0,0.0,0.0,생명보험,20260401
018880,3740,3935,3935,3935,6777528,26263000000,5.21,KOSPI,4038300000000,stock,한온시스템,981316420.0,-2073866355.0,1397381110.0,자동차부품,20260401
051900,247000,253500,253500,253500,58780,14758000000,2.63,KOSPI,3879200000000,stock,LG생활건강,0.0,0.0,0.0,화장품,20260401
489790,71000,75600,75600,75600,463531,34945000000,6.48,KOSPI,3816900000000,stock,한화비전,-20181691500.0,-8605025300.0,29046841100.0,통신장비,20260401
000990,78500,86100,86100,86100,424759,35883000000,9.68,KOSPI,3745700000000,stock,DB하이텍,-4788412300.0,-2044468400.0,6855752100.0,반도체와반도체장비,20260401
082740,43550,44700,44700,44700,517894,23093000000,2.64,KOSPI,3730100000000,stock,한화엔진,0.0,0.0,0.0,조선,20260401
011790,91300,98500,98500,98500,150581,14594000000,7.89,KOSPI,3730000000000,stock,SKC,0.0,0.0,0.0,화학,20260401
035250,16890,17160,17160,17160,586318,10023000000,1.6,KOSPI,3671200000000,stock,강원랜드,0.0,0.0,0.0,"호텔,레스토랑,레저",20260401
031210,52200,52300,52300,52300,150372,7859000000,0.19,KOSPI,3651700000000,stock,서울보증보험,0.0,0.0,0.0,손해보험,20260401
012510,119100,119400,119400,119400,72613,8655000000,0.25,KOSPI,3629100000000,stock,더존비즈온,0.0,0.0,0.0,소프트웨어,20260401
111770,78500,81900,81900,81900,63994,5206000000,4.33,KOSPI,3629100000000,stock,영원무역,0.0,0.0,0.0,"섬유,의류,신발,호화품",20260401
010060,187800,193500,193500,193500,239886,46042000000,3.04,KOSPI,3612700000000,stock,OCI홀딩스,20612438000.0,-21445890400.0,120897800.0,화학,20260401
103590,69500,75200,75200,75200,174522,12982000000,8.2,KOSPI,3585900000000,stock,일진전기,0.0,0.0,0.0,전기장비,20260401
011170,80600,82000,82000,82000,140013,11370000000,1.74,KOSPI,3507600000000,stock,롯데케미칼,0.0,0.0,0.0,화학,20260401
439260,85700,90000,90000,90000,162517,14367000000,5.02,KOSPI,3467400000000,stock,대한조선,0.0,0.0,0.0,조선,20260401
017800,83300,87700,87700,87700,190931,16525000000,5.28,KOSPI,3428400000000,stock,현대엘리베이터,0.0,0.0,0.0,기계,20260401
302440,41700,43650,43650,43650,115152,4970000000,4.68,KOSPI,3423700000000,stock,SK바이오사이언스,0.0,0.0,0.0,제약,20260401
097950,216500,220000,220000,220000,73961,16057000000,1.62,KOSPI,3311900000000,stock,CJ제일제당,0.0,0.0,0.0,식품,20260401
036460,34950,35800,35800,35800,214655,7638000000,2.43,KOSPI,3304800000000,stock,한국가스공사,0.0,0.0,0.0,가스유틸리티,20260401
012750,85700,86200,86200,86200,76401,6584000000,0.58,KOSPI,3275500000000,stock,에스원,0.0,0.0,0.0,상업서비스와공급품,20260401
001720,184400,198600,198600,198600,16029,3139000000,7.7,KOSPI,3265000000000,stock,신영증권,0.0,0.0,0.0,증권,20260401
014680,252500,284000,284000,284000,74724,20902000000,12.48,KOSPI,3229100000000,stock,한솔케미칼,0.0,0.0,0.0,화학,20260401
011780,117900,122500,122500,122500,106281,12937000000,3.9,KOSPI,3188900000000,stock,금호석유화학,0.0,0.0,0.0,화학,20260401
009420,55300,58500,58500,58500,299874,17577000000,5.79,KOSPI,3056100000000,stock,한올바이오파마,0.0,0.0,0.0,제약,20260401
004170,300500,316500,316500,316500,54357,16877000000,5.32,KOSPI,3052700000000,stock,신세계,0.0,0.0,0.0,백화점과일반상점,20260401
009970,219000,225000,225000,225000,14764,3294000000,2.74,KOSPI,3037300000000,stock,영원무역홀딩스,0.0,0.0,0.0,"섬유,의류,신발,호화품",20260401
004990,27300,28600,28600,28600,206202,5835000000,4.76,KOSPI,3000400000000,stock,롯데지주,0.0,0.0,0.0,복합기업,20260401
023530,108200,106000,106000,106000,104147,11108000000,-2.03,KOSPI,2998600000000,stock,롯데쇼핑,0.0,0.0,0.0,백화점과일반상점,20260401
085620,16130,16630,16630,16630,233381,3893000000,3.1,KOSPI,2943800000000,stock,미래에셋생명,0.0,0.0,0.0,생명보험,20260401
457190,89300,95100,95100,95100,213622,20087000000,6.49,KOSPI,2873800000000,stock,이수스페셜티케미컬,0.0,0.0,0.0,화학,20260401
001450,30150,31450,31450,31450,337957,10529000000,4.31,KOSPI,2811600000000,stock,현대해상,0.0,0.0,0.0,손해보험,20260401
375500,66800,72500,72500,72500,2043922,146699000000,8.53,KOSPI,2805300000000,stock,DL이앤씨,22686560400.0,-81621743200.0,58240264700.0,건설,20260401
00680K,18860,20450,20450,20450,336326,6852000000,8.43,KOSPI,2791400000000,stock,미래에셋증권2우B,0.0,0.0,0.0,,20260401
026960,27350,27900,27900,27900,98441,2731000000,2.01,KOSPI,2781600000000,stock,동서,0.0,0.0,0.0,식품,20260401
139130,16710,17180,17180,17180,834059,14186000000,2.81,KOSPI,2759500000000,stock,iM금융지주,0.0,0.0,0.0,은행,20260401
005850,55400,58600,58600,58600,118767,6887000000,5.78,KOSPI,2721900000000,stock,에스엘,0.0,0.0,0.0,자동차부품,20260401
028670,4895,5060,5060,5060,3001365,15034000000,3.37,KOSPI,2704900000000,stock,팬오션,0.0,0.0,0.0,해운사,20260401
112610,59600,63700,63700,63700,532828,33643000000,6.88,KOSPI,2686300000000,stock,씨에스윈드,13609625500.0,-2114961700.0,-10836184400.0,에너지장비및서비스,20260401
139480,95700,97000,97000,97000,192720,18520000000,1.36,KOSPI,2676800000000,stock,이마트,0.0,0.0,0.0,백화점과일반상점,20260401
051600,55500,58500,58500,58500,220276,12729000000,5.41,KOSPI,2632500000000,stock,한전KPS,0.0,0.0,0.0,전기유틸리티,20260401
103140,86700,93500,93500,93500,258574,23845000000,7.84,KOSPI,2620300000000,stock,풍산,0.0,0.0,0.0,비철금속,20260401
008930,37100,38000,38000,38000,190737,7200000000,2.43,KOSPI,2598900000000,stock,한미사이언스,0.0,0.0,0.0,제약,20260401
001430,64400,71000,71000,71000,308961,22001000000,10.25,KOSPI,2546200000000,stock,세아베스틸지주,0.0,0.0,0.0,철강,20260401
000120,103400,108900,108900,108900,69032,7439000000,5.32,KOSPI,2484300000000,stock,CJ대한통운,0.0,0.0,0.0,항공화물운송과물류,20260401
279570,5970,6080,6080,6080,2590763,15734000000,1.84,KOSPI,2466600000000,stock,케이뱅크,0.0,0.0,0.0,은행,20260401
383220,61300,63700,63700,63700,57668,3641000000,3.92,KOSPI,2440200000000,stock,F&F,0.0,0.0,0.0,"섬유,의류,신발,호화품",20260401
003690,12240,12450,12450,12450,447673,5519000000,1.72,KOSPI,2425500000000,stock,코리안리,0.0,0.0,0.0,손해보험,20260401
071970,68700,71400,71400,71400,208095,14763000000,3.93,KOSPI,2422000000000,stock,HD현대마린엔진,0.0,0.0,0.0,조선,20260401
006360,25100,28050,28050,28050,2952722,81709000000,11.75,KOSPI,2400600000000,stock,GS건설,-1278687700.0,-12714842400.0,13032943450.0,건설,20260401
018670,269000,259500,259500,259500,53581,13882000000,-3.53,KOSPI,2399100000000,stock,SK가스,0.0,0.0,0.0,가스유틸리티,20260401
204320,49050,51000,51000,51000,253005,12818000000,3.98,KOSPI,2394800000000,stock,HL만도,0.0,0.0,0.0,자동차부품,20260401
336260,33400,36400,36400,36400,357235,12827000000,8.98,KOSPI,2384000000000,stock,두산퓨얼셀,0.0,0.0,0.0,전기제품,20260401
007340,38150,40700,40700,40700,433807,17634000000,6.68,KOSPI,2381400000000,stock,DN오토모티브,0.0,0.0,0.0,자동차부품,20260401
282330,139300,137600,137600,137600,39124,5377000000,-1.22,KOSPI,2378300000000,stock,BGF리테일,0.0,0.0,0.0,백화점과일반상점,20260401
000240,24000,24800,24800,24800,125472,3085000000,3.33,KOSPI,2354400000000,stock,한국앤컴퍼니,0.0,0.0,0.0,자동차부품,20260401
004800,128500,138100,138100,138100,34997,4779000000,7.47,KOSPI,2311900000000,stock,효성,0.0,0.0,0.0,복합기업,20260401
004370,367000,379500,379500,379500,21323,8008000000,3.41,KOSPI,2308400000000,stock,농심,0.0,0.0,0.0,식품,20260401
120110,73000,83000,83000,83000,466086,38307000000,13.7,KOSPI,2284100000000,stock,코오롱인더,32607214300.0,-5801054200.0,-29183317900.0,화학,20260401
192820,196500,200000,200000,200000,94505,19046000000,1.78,KOSPI,2269900000000,stock,코스맥스,0.0,0.0,0.0,화장품,20260401
005440,13750,14510,14510,14510,275682,3979000000,5.53,KOSPI,2262200000000,stock,현대지에프홀딩스,0.0,0.0,0.0,복합기업,20260401
081660,41000,41850,41850,41850,128389,5385000000,2.07,KOSPI,2221900000000,stock,미스토홀딩스,0.0,0.0,0.0,"섬유,의류,신발,호화품",20260401
020150,41400,42400,42400,42400,143620,6044000000,2.42,KOSPI,2220300000000,stock,롯데에너지머티리얼즈,0.0,0.0,0.0,전자장비와기기,20260401
030000,18970,19290,19290,19290,473259,9093000000,1.69,KOSPI,2219100000000,stock,제일기획,0.0,0.0,0.0,광고,20260401
002790,27650,28950,28950,28950,102791,2957000000,4.7,KOSPI,2213500000000,stock,아모레퍼시픽홀딩스,0.0,0.0,0.0,화장품,20260401
011210,77100,80600,80600,80600,112655,8986000000,4.54,KOSPI,2191900000000,stock,현대위아,0.0,0.0,0.0,자동차부품,20260401
097230,21750,23950,23950,23950,1116041,25969000000,10.11,KOSPI,2162600000000,stock,HJ중공업,-6383444900.0,-11615644000.0,19158328850.0,건설,20260401
017960,38850,41200,41200,41200,473353,19214000000,6.05,KOSPI,2138600000000,stock,한국카본,0.0,0.0,0.0,조선,20260401
023590,43150,46250,46250,46250,50725,2309000000,7.18,KOSPI,2075100000000,stock,다우기술,0.0,0.0,0.0,증권,20260401
462870,32050,33900,33900,33900,174292,5832000000,5.77,KOSPI,1999600000000,stock,시프트업,0.0,0.0,0.0,게임엔터테인먼트,20260401
